emg_key,participant_id,source,n_cycles,corr_med,lag_med,corr_mean,lag_mean
EMG_02_R_M_peroneus_long,RD0035,c3d_raw,13,0.3524802700984136,1.0,0.36332547257784625,2.5384615384615383
EMG_02_R_M_peroneus_long,RD0036,mat_step4,22,0.9342824651732864,0.0,0.9316745993354147,-0.13636363636363635
EMG_02_R_M_peroneus_long,RD0036,mat_sim2,22,0.8506498585877367,0.0,0.853117367964865,-0.045454545454545456
EMG_02_R_M_peroneus_long,RD0036,mat_raw,22,0.27808858792996616,0.0,0.28525928651045446,1.8636363636363635
EMG_02_R_M_peroneus_long,RD0036,c3d_step4,22,0.9342824651732811,0.0,0.9316745993354189,-0.13636363636363635
EMG_02_R_M_peroneus_long,RD0036,c3d_raw,22,0.27808858792996616,0.0,0.28525928651045446,1.8636363636363635
EMG_02_R_M_peroneus_long,RD0037,mat_step4,8,0.9421039013055501,0.0,0.9390703044299021,0.0
EMG_02_R_M_peroneus_long,RD0037,mat_sim2,8,0.8918300732614888,0.0,0.8880679220700056,0.0
EMG_02_R_M_peroneus_long,RD0037,mat_raw,8,0.40624916511001186,0.0,0.4277664450512755,0.625
EMG_02_R_M_peroneus_long,RD0037,c3d_step4,8,0.942103901305564,0.0,0.9390703044299206,0.0
EMG_02_R_M_peroneus_long,RD0037,c3d_raw,8,0.40624916511001186,0.0,0.4277664450512755,0.625
EMG_02_R_M_peroneus_long,RD0041,mat_step4,23,0.8976986898130496,0.0,0.8922038893073164,-0.21739130434782608
EMG_02_R_M_peroneus_long,RD0041,mat_sim2,23,0.8435317810175744,0.0,0.8344164281161303,0.0
EMG_02_R_M_peroneus_long,RD0041,mat_raw,23,0.2496187561032531,0.0,0.2603122553519414,-4.782608695652174
EMG_02_R_M_peroneus_long,RD0041,c3d_step4,23,0.8976986898130378,0.0,0.8922038893073269,-0.21739130434782608
EMG_02_R_M_peroneus_long,RD0041,c3d_raw,23,0.2496187561032531,0.0,0.2603122553519414,-4.782608695652174
EMG_02_R_M_peroneus_long,RD0043,mat_step4,15,0.9219519191257134,0.0,0.8986778381020476,-0.13333333333333333
EMG_02_R_M_peroneus_long,RD0043,mat_sim2,15,0.8776263369153764,0.0,0.8337130763611784,0.3333333333333333
EMG_02_R_M_peroneus_long,RD0043,mat_raw,15,0.32299539129925714,0.0,0.329390200895899,3.933333333333333
EMG_02_R_M_peroneus_long,RD0043,c3d_step4,15,0.9219519191257389,0.0,0.8986778381020704,-0.13333333333333333
EMG_02_R_M_peroneus_long,RD0043,c3d_raw,15,0.32299539129925714,0.0,0.329390200895899,3.933333333333333
EMG_02_R_M_peroneus_long,RD0044,mat_step4,6,0.972942288262008,0.0,0.9696400795559744,-0.16666666666666666
EMG_02_R_M_peroneus_long,RD0044,mat_sim2,6,0.940211200757241,0.0,0.9334628041226277,-0.3333333333333333
EMG_02_R_M_peroneus_long,RD0044,mat_raw,6,0.4306521806613782,0.0,0.4227180566783031,-0.3333333333333333
EMG_02_R_M_peroneus_long,RD0044,c3d_step4,6,0.9729422882620113,0.0,0.969640079555974,-0.16666666666666666
EMG_02_R_M_peroneus_long,RD0044,c3d_raw,6,0.4306521806613782,0.0,0.4227180566783031,-0.3333333333333333
EMG_02_R_M_peroneus_long,RD0045,mat_step4,4,0.9181160477027699,0.0,0.9144529498341338,0.0
EMG_02_R_M_peroneus_long,RD0045,mat_sim2,4,0.8729276870226079,0.0,0.8744428359577856,0.0
EMG_02_R_M_peroneus_long,RD0045,mat_raw,4,0.5367180290031618,0.0,0.5351843933136723,0.0
EMG_02_R_M_peroneus_long,RD0045,c3d_step4,4,0.9181160477027785,0.0,0.9144529498341443,0.0
EMG_02_R_M_peroneus_long,RD0045,c3d_raw,4,0.5367180290031618,0.0,0.5351843933136723,0.0
EMG_02_R_M_peroneus_long,RD0047,mat_step4,6,0.9057432431583727,0.0,0.8968972207730764,0.0
EMG_02_R_M_peroneus_long,RD0047,mat_sim2,6,0.8233340019015156,0.0,0.8268451222261293,0.16666666666666666
EMG_02_R_M_peroneus_long,RD0047,mat_raw,6,0.42684371690943657,0.0,0.447797502388801,0.6666666666666666
EMG_02_R_M_peroneus_long,RD0047,c3d_step4,6,0.9057432431583856,0.0,0.8968972207730813,0.0
EMG_02_R_M_peroneus_long,RD0047,c3d_raw,6,0.42684371690943657,0.0,0.447797502388801,0.6666666666666666
EMG_02_R_M_peroneus_long,RD0050,mat_step4,12,0.9621585247036473,0.0,0.9491283702660743,0.08333333333333333
